hexagram_id,hexagram_name,phase_temporal,phase_bits,yao_key,pool_names,expression,tool_role,category,action,state_fidelity,megatron_head,voice_mode
19,Approach,dissolution,5,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.496,head_hex_19,recovery/fault_hold
19,Approach,crystallization,6,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.496,head_hex_19,recovery/fault_hold
19,Approach,void,7,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.496,head_hex_19,recovery/fault_hold
19,Approach,past,0,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5725,head_hex_19,recovery/fault_hold
19,Approach,present,1,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5313,head_hex_19,recovery/fault_hold
19,Approach,future,2,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5313,head_hex_19,recovery/fault_hold
19,Approach,transition,3,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.496,head_hex_19,recovery/fault_hold
19,Approach,resolution,4,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5489,head_hex_19,recovery/fault_hold
19,Approach,dissolution,5,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.496,head_hex_19,recovery/fault_hold
19,Approach,crystallization,6,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.584,head_hex_19,recovery/fault_hold
19,Approach,void,7,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.584,head_hex_19,recovery/fault_hold
19,Approach,past,0,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5725,head_hex_19,recovery/fault_hold
19,Approach,present,1,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5313,head_hex_19,recovery/fault_hold
19,Approach,future,2,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5313,head_hex_19,recovery/fault_hold
19,Approach,transition,3,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.496,head_hex_19,recovery/fault_hold
19,Approach,resolution,4,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.6226,head_hex_19,recovery/fault_hold
19,Approach,dissolution,5,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.584,head_hex_19,recovery/fault_hold
19,Approach,crystallization,6,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.584,head_hex_19,recovery/fault_hold
19,Approach,void,7,old yang,seasonal_turning|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.584,head_hex_19,recovery/fault_hold
20,Contemplation,past,0,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4936,head_hex_20,recovery/fault_hold
20,Contemplation,present,1,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4637,head_hex_20,recovery/fault_hold
20,Contemplation,future,2,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4413,head_hex_20,recovery/fault_hold
20,Contemplation,transition,3,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.3965,head_hex_20,recovery/fault_hold
20,Contemplation,resolution,4,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4413,head_hex_20,recovery/fault_hold
20,Contemplation,dissolution,5,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.3965,head_hex_20,recovery/fault_hold
20,Contemplation,crystallization,6,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.3965,head_hex_20,recovery/fault_hold
20,Contemplation,void,7,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.3965,head_hex_20,recovery/fault_hold
20,Contemplation,past,0,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4936,head_hex_20,recovery/fault_hold
20,Contemplation,present,1,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4637,head_hex_20,recovery/fault_hold
20,Contemplation,future,2,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4413,head_hex_20,recovery/fault_hold
20,Contemplation,transition,3,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.3965,head_hex_20,recovery/fault_hold
20,Contemplation,resolution,4,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4413,head_hex_20,recovery/fault_hold
20,Contemplation,dissolution,5,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.3965,head_hex_20,recovery/fault_hold
20,Contemplation,crystallization,6,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4869,head_hex_20,recovery/fault_hold
20,Contemplation,void,7,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4869,head_hex_20,recovery/fault_hold
20,Contemplation,past,0,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4936,head_hex_20,recovery/fault_hold
20,Contemplation,present,1,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4637,head_hex_20,recovery/fault_hold
20,Contemplation,future,2,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4413,head_hex_20,recovery/fault_hold
20,Contemplation,transition,3,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.3965,head_hex_20,recovery/fault_hold
20,Contemplation,resolution,4,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5222,head_hex_20,recovery/fault_hold
20,Contemplation,dissolution,5,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4869,head_hex_20,recovery/fault_hold
20,Contemplation,crystallization,6,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4869,head_hex_20,recovery/fault_hold
20,Contemplation,void,7,old yang,pattern_watching|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4869,head_hex_20,recovery/fault_hold
21,Biting Through,past,0,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.7138,head_hex_21,recovery/fault_hold
21,Biting Through,present,1,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6812,head_hex_21,recovery/fault_hold
21,Biting Through,future,2,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6975,head_hex_21,recovery/fault_hold
21,Biting Through,transition,3,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
21,Biting Through,resolution,4,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6894,head_hex_21,recovery/fault_hold
21,Biting Through,dissolution,5,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
21,Biting Through,crystallization,6,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6731,head_hex_21,recovery/fault_hold
21,Biting Through,void,7,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
21,Biting Through,past,0,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.7138,head_hex_21,recovery/fault_hold
21,Biting Through,present,1,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6812,head_hex_21,recovery/fault_hold
21,Biting Through,future,2,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6975,head_hex_21,recovery/fault_hold
21,Biting Through,transition,3,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
21,Biting Through,resolution,4,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6894,head_hex_21,recovery/fault_hold
21,Biting Through,dissolution,5,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
21,Biting Through,crystallization,6,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6731,head_hex_21,recovery/fault_hold
21,Biting Through,void,7,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
21,Biting Through,past,0,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.7138,head_hex_21,recovery/fault_hold
21,Biting Through,present,1,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6812,head_hex_21,recovery/fault_hold
21,Biting Through,future,2,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6975,head_hex_21,recovery/fault_hold
21,Biting Through,transition,3,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
21,Biting Through,resolution,4,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6894,head_hex_21,recovery/fault_hold
21,Biting Through,dissolution,5,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
21,Biting Through,crystallization,6,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6731,head_hex_21,recovery/fault_hold
21,Biting Through,void,7,old yang,decisive_cutting|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,ASSERT,0.6649,head_hex_21,recovery/fault_hold
22,Grace,past,0,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.6001,head_hex_22,recovery/fault_hold
22,Grace,present,1,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5471,head_hex_22,recovery/fault_hold
22,Grace,future,2,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5648,head_hex_22,recovery/fault_hold
22,Grace,transition,3,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5118,head_hex_22,recovery/fault_hold
22,Grace,resolution,4,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5295,head_hex_22,recovery/fault_hold
22,Grace,dissolution,5,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4942,head_hex_22,recovery/fault_hold
22,Grace,crystallization,6,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4942,head_hex_22,recovery/fault_hold
22,Grace,void,7,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4942,head_hex_22,recovery/fault_hold
22,Grace,past,0,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.6001,head_hex_22,recovery/fault_hold
22,Grace,present,1,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5471,head_hex_22,recovery/fault_hold
22,Grace,future,2,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5648,head_hex_22,recovery/fault_hold
22,Grace,transition,3,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5118,head_hex_22,recovery/fault_hold
22,Grace,resolution,4,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5295,head_hex_22,recovery/fault_hold
22,Grace,dissolution,5,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.4942,head_hex_22,recovery/fault_hold
22,Grace,crystallization,6,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5826,head_hex_22,recovery/fault_hold
22,Grace,void,7,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5826,head_hex_22,recovery/fault_hold
22,Grace,past,0,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.6001,head_hex_22,recovery/fault_hold
22,Grace,present,1,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5471,head_hex_22,recovery/fault_hold
22,Grace,future,2,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5648,head_hex_22,recovery/fault_hold
22,Grace,transition,3,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5118,head_hex_22,recovery/fault_hold
22,Grace,resolution,4,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.6084,head_hex_22,recovery/fault_hold
22,Grace,dissolution,5,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5826,head_hex_22,recovery/fault_hold
22,Grace,crystallization,6,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5826,head_hex_22,recovery/fault_hold
22,Grace,void,7,old yang,ornamental_form|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,boundary,WAIT,0.5826,head_hex_22,recovery/fault_hold
23,Splitting Apart,past,0,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.697,head_hex_23,recovery/fault_hold
23,Splitting Apart,present,1,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6916,head_hex_23,recovery/fault_hold
23,Splitting Apart,future,2,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6916,head_hex_23,recovery/fault_hold
23,Splitting Apart,transition,3,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6753,head_hex_23,recovery/fault_hold
23,Splitting Apart,resolution,4,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6834,head_hex_23,recovery/fault_hold
23,Splitting Apart,dissolution,5,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6753,head_hex_23,recovery/fault_hold
23,Splitting Apart,crystallization,6,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6753,head_hex_23,recovery/fault_hold
23,Splitting Apart,void,7,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6753,head_hex_23,recovery/fault_hold
23,Splitting Apart,past,0,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.697,head_hex_23,recovery/fault_hold
23,Splitting Apart,present,1,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6916,head_hex_23,recovery/fault_hold
23,Splitting Apart,future,2,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6916,head_hex_23,recovery/fault_hold
23,Splitting Apart,transition,3,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6753,head_hex_23,recovery/fault_hold
23,Splitting Apart,resolution,4,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6834,head_hex_23,recovery/fault_hold
23,Splitting Apart,dissolution,5,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6753,head_hex_23,recovery/fault_hold
23,Splitting Apart,crystallization,6,old yang,collapsing_structure|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.6753,head_hex_23,recovery/fault_hold
