hexagram_id,name,phase_bits,phase_temporal,category,action,agent_type,domain,element_subset,coder_specialty,rs3_actionable,chaos,whimsy,darkTone,coherence,voiceWeight,exp_chaos,exp_whimsy,exp_darkTone,exp_coherence,exp_voiceWeight,qdot_chaos,qdot_whimsy,qdot_darkTone,qdot_coherence,qdot_voiceWeight,dy_yang_yin,yao_dy,changing_dy,dominant_intent,intensity,query_tokens,training_notes
10,Treading,2,future,sovereign,ADAPT,architect,adaptation,lake,Database/Storage,forensics,0.0944,0.22268,0.06244,0.51054,0.53177,0.0744,0.13268,0.06244,0.51054,0.51177,0.02,0.09,0.0,0.0,0.02,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Heaven over lake — walking on thin ice. Treading is cautious confidence, measured risk, knowing the danger."
10,Treading,3,transition,sovereign,ADAPT,architect,adaptation,lake,Database/Storage,forensics,0.17804,0.19386,0.09412,0.51453,0.54301,0.12804,0.14386,0.07412,0.53453,0.54301,0.05,0.05,0.02,-0.02,0.0,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over lake — walking on thin ice. Treading is cautious confidence, measured risk, knowing the danger."
10,Treading,4,resolution,sovereign,ADAPT,architect,adaptation,lake,Database/Storage,forensics,0.0444,0.11268,0.07209,0.56054,0.54177,0.0744,0.13268,0.09209,0.51054,0.51177,-0.03,-0.02,-0.02,0.05,0.03,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Heaven over lake — walking on thin ice. Treading is cautious confidence, measured risk, knowing the danger."
10,Treading,5,dissolution,sovereign,ADAPT,architect,adaptation,lake,Database/Storage,forensics,0.18804,0.18386,0.17084,0.50453,0.52301,0.12804,0.14386,0.12084,0.53453,0.54301,0.06,0.04,0.05,-0.03,-0.02,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over lake — walking on thin ice. Treading is cautious confidence, measured risk, knowing the danger."
10,Treading,6,crystallization,sovereign,ADAPT,architect,adaptation,lake,Database/Storage,forensics,0.08468,0.15722,0.05244,0.557,0.56548,0.10468,0.16722,0.06244,0.517,0.52548,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over lake — walking on thin ice. Treading is cautious confidence, measured risk, knowing the danger."
10,Treading,7,void,sovereign,ADAPT,architect,adaptation,lake,Database/Storage,forensics,0.14058,0.16583,0.12848,0.61243,0.60905,0.14058,0.16583,0.12848,0.61243,0.60905,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Heaven over lake — walking on thin ice. Treading is cautious confidence, measured risk, knowing the danger."
11,Peace,0,past,transformer,YIELD,integrator,reception,heaven,Async/Networking,attack,0.04791,0.08645,0.12322,0.51638,0.50133,0.04791,0.08645,0.07322,0.50638,0.51133,0.0,0.0,0.05,0.01,-0.01,0.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Earth over heaven — the ideal union. Peace is harmony, flow, the small supporting the great."
11,Peace,1,present,transformer,YIELD,integrator,reception,heaven,Async/Networking,attack,0.09344,0.18895,0.04761,0.49355,0.50678,0.05344,0.10895,0.04761,0.50355,0.49678,0.04,0.08,0.0,-0.01,0.01,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over heaven — the ideal union. Peace is harmony, flow, the small supporting the great."
11,Peace,2,future,transformer,YIELD,integrator,reception,heaven,Async/Networking,attack,0.07344,0.19895,0.04761,0.50355,0.51678,0.05344,0.10895,0.04761,0.50355,0.49678,0.02,0.09,0.0,0.0,0.02,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over heaven — the ideal union. Peace is harmony, flow, the small supporting the great."
11,Peace,3,transition,transformer,YIELD,integrator,reception,heaven,Async/Networking,attack,0.13816,0.17517,0.08244,0.50902,0.53119,0.08816,0.12517,0.06244,0.52902,0.53119,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over heaven — the ideal union. Peace is harmony, flow, the small supporting the great."
11,Peace,4,resolution,transformer,YIELD,integrator,reception,heaven,Async/Networking,attack,0.02344,0.08895,0.05726,0.55355,0.52678,0.05344,0.10895,0.07726,0.50355,0.49678,-0.03,-0.02,-0.02,0.05,0.03,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over heaven — the ideal union. Peace is harmony, flow, the small supporting the great."
11,Peace,5,dissolution,transformer,YIELD,integrator,reception,heaven,Async/Networking,attack,0.14816,0.16517,0.15916,0.49902,0.51119,0.08816,0.12517,0.10916,0.52902,0.53119,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over heaven — the ideal union. Peace is harmony, flow, the small supporting the great."
11,Peace,6,crystallization,transformer,YIELD,integrator,reception,heaven,Async/Networking,attack,0.06816,0.11517,0.05244,0.56902,0.57119,0.08816,0.12517,0.06244,0.52902,0.53119,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over heaven — the ideal union. Peace is harmony, flow, the small supporting the great."
11,Peace,7,void,transformer,YIELD,integrator,reception,heaven,Async/Networking,attack,0.12851,0.1351,0.12848,0.62121,0.61322,0.12851,0.1351,0.12848,0.62121,0.61322,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Earth over heaven — the ideal union. Peace is harmony, flow, the small supporting the great."
12,Standstill,0,past,boundary,WAIT,guardian,patience,earth,DevOps/CI-CD,interact,0.0456,0.08183,0.12322,0.51869,0.49671,0.0456,0.08183,0.07322,0.50869,0.50671,0.0,0.0,0.05,0.01,-0.01,0.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Heaven over earth — stagnation. Standstill is blockage, miscommunication, the great rejecting the small."
12,Standstill,1,present,boundary,WAIT,guardian,patience,earth,DevOps/CI-CD,interact,0.09153,0.18514,0.04761,0.49545,0.50297,0.05153,0.10514,0.04761,0.50545,0.49297,0.04,0.08,0.0,-0.01,0.01,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Heaven over earth — stagnation. Standstill is blockage, miscommunication, the great rejecting the small."
12,Standstill,2,future,boundary,WAIT,guardian,patience,earth,DevOps/CI-CD,interact,0.07153,0.19514,0.04761,0.50545,0.51297,0.05153,0.10514,0.04761,0.50545,0.49297,0.02,0.09,0.0,0.0,0.02,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Heaven over earth — stagnation. Standstill is blockage, miscommunication, the great rejecting the small."
12,Standstill,3,transition,boundary,WAIT,guardian,patience,earth,DevOps/CI-CD,interact,0.13666,0.17217,0.08244,0.51052,0.52819,0.08666,0.12217,0.06244,0.53052,0.52819,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over earth — stagnation. Standstill is blockage, miscommunication, the great rejecting the small."
12,Standstill,4,resolution,boundary,WAIT,guardian,patience,earth,DevOps/CI-CD,interact,0.02153,0.08514,0.05726,0.55545,0.52297,0.05153,0.10514,0.07726,0.50545,0.49297,-0.03,-0.02,-0.02,0.05,0.03,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Heaven over earth — stagnation. Standstill is blockage, miscommunication, the great rejecting the small."
12,Standstill,5,dissolution,boundary,WAIT,guardian,patience,earth,DevOps/CI-CD,interact,0.14666,0.16217,0.15916,0.50052,0.50819,0.08666,0.12217,0.10916,0.53052,0.52819,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over earth — stagnation. Standstill is blockage, miscommunication, the great rejecting the small."
12,Standstill,6,crystallization,boundary,WAIT,guardian,patience,earth,DevOps/CI-CD,interact,0.06666,0.11217,0.05244,0.57052,0.56819,0.08666,0.12217,0.06244,0.53052,0.52819,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over earth — stagnation. Standstill is blockage, miscommunication, the great rejecting the small."
12,Standstill,7,void,boundary,WAIT,guardian,patience,earth,DevOps/CI-CD,interact,0.12741,0.13291,0.12848,0.6223,0.61103,0.12741,0.13291,0.12848,0.6223,0.61103,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Heaven over earth — stagnation. Standstill is blockage, miscommunication, the great rejecting the small."
13,Fellowship with Men,0,past,transformer,ASSERT,integrator,assertion,heaven,Research,traverse,0.1067,0.07798,0.19074,0.5251,0.57599,0.1067,0.07798,0.14074,0.5151,0.58599,0.0,0.0,0.05,0.01,-0.01,4.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Fire over heaven — fellowship. Fellowship with Men is alliance, shared purpose, collective will."
13,Fellowship with Men,1,present,transformer,ASSERT,integrator,assertion,heaven,Research,traverse,0.10487,0.17455,0.06625,0.50816,0.5313,0.06487,0.09455,0.06625,0.51816,0.5213,0.04,0.08,0.0,-0.01,0.01,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Fire over heaven — fellowship. Fellowship with Men is alliance, shared purpose, collective will."
13,Fellowship with Men,2,future,transformer,ASSERT,integrator,assertion,heaven,Research,traverse,0.10711,0.17714,0.08107,0.5404,0.56354,0.08711,0.08714,0.08107,0.5404,0.54354,0.02,0.09,0.0,0.0,0.02,4.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Fire over heaven — fellowship. Fellowship with Men is alliance, shared purpose, collective will."
13,Fellowship with Men,3,transition,transformer,ASSERT,integrator,assertion,heaven,Research,traverse,0.17054,0.16383,0.09712,0.52053,0.55051,0.12054,0.11383,0.07712,0.54053,0.55051,0.05,0.05,0.02,-0.02,0.0,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Fire over heaven — fellowship. Fellowship with Men is alliance, shared purpose, collective will."
13,Fellowship with Men,4,resolution,transformer,ASSERT,integrator,assertion,heaven,Research,traverse,0.03487,0.07455,0.0759,0.56816,0.5513,0.06487,0.09455,0.0959,0.51816,0.5213,-0.03,-0.02,-0.02,0.05,0.03,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Fire over heaven — fellowship. Fellowship with Men is alliance, shared purpose, collective will."
13,Fellowship with Men,5,dissolution,transformer,ASSERT,integrator,assertion,heaven,Research,traverse,0.15717,0.17719,0.16216,0.49301,0.51299,0.09717,0.13719,0.11216,0.52301,0.53299,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Fire over heaven — fellowship. Fellowship with Men is alliance, shared purpose, collective will."
13,Fellowship with Men,6,crystallization,transformer,ASSERT,integrator,assertion,heaven,Research,traverse,0.10054,0.10383,0.06712,0.58053,0.59051,0.12054,0.11383,0.07712,0.54053,0.55051,-0.02,-0.01,-0.01,0.04,0.04,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Fire over heaven — fellowship. Fellowship with Men is alliance, shared purpose, collective will."
13,Fellowship with Men,7,void,transformer,ASSERT,integrator,assertion,heaven,Research,traverse,0.13509,0.14388,0.13067,0.61682,0.61454,0.13509,0.14388,0.13067,0.61682,0.61454,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Fire over heaven — fellowship. Fellowship with Men is alliance, shared purpose, collective will."
14,Possession in Great Measure,0,past,sovereign,ASSERT,architect,assertion,fire,Dev,harvest,0.11132,0.0826,0.19305,0.52279,0.57275,0.11132,0.0826,0.14305,0.51279,0.58275,0.0,0.0,0.05,0.01,-0.01,4.0,-3.0,-6.0,understand,0.04,shotgun|blast,Heaven over fire — great possession. Possession in Great Measure is abundance wielded with wisdom.
14,Possession in Great Measure,1,present,sovereign,ASSERT,architect,assertion,fire,Dev,harvest,0.11542,0.19521,0.07355,0.50154,0.52324,0.07542,0.11521,0.07355,0.51154,0.51324,0.04,0.08,0.0,-0.01,0.01,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,Heaven over fire — great possession. Possession in Great Measure is abundance wielded with wisdom.
14,Possession in Great Measure,2,future,sovereign,ASSERT,architect,assertion,fire,Dev,harvest,0.11766,0.1978,0.08837,0.53377,0.55548,0.09766,0.1078,0.08837,0.53377,0.53548,0.02,0.09,0.0,0.0,0.02,4.0,-1.0,-2.0,understand,0.04,shotgun|blast,Heaven over fire — great possession. Possession in Great Measure is abundance wielded with wisdom.
14,Possession in Great Measure,3,transition,sovereign,ASSERT,architect,assertion,fire,Dev,harvest,0.18702,0.20052,0.1094,0.5096,0.53763,0.13702,0.15052,0.0894,0.5296,0.53763,0.05,0.05,0.02,-0.02,0.0,2.0,1.0,2.0,understand,0.04,shotgun|blast,Heaven over fire — great possession. Possession in Great Measure is abundance wielded with wisdom.
14,Possession in Great Measure,4,resolution,sovereign,ASSERT,architect,assertion,fire,Dev,harvest,0.04542,0.09521,0.0832,0.56154,0.54324,0.07542,0.11521,0.1032,0.51154,0.51324,-0.03,-0.02,-0.02,0.05,0.03,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,Heaven over fire — great possession. Possession in Great Measure is abundance wielded with wisdom.
14,Possession in Great Measure,5,dissolution,sovereign,ASSERT,architect,assertion,fire,Dev,harvest,0.17366,0.21389,0.17445,0.48208,0.50011,0.11366,0.17389,0.12445,0.51208,0.52011,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,Heaven over fire — great possession. Possession in Great Measure is abundance wielded with wisdom.
14,Possession in Great Measure,6,crystallization,sovereign,ASSERT,architect,assertion,fire,Dev,harvest,0.11702,0.14052,0.0794,0.5696,0.57763,0.13702,0.15052,0.0894,0.5296,0.53763,-0.02,-0.01,-0.01,0.04,0.04,2.0,1.0,2.0,understand,0.04,shotgun|blast,Heaven over fire — great possession. Possession in Great Measure is abundance wielded with wisdom.
14,Possession in Great Measure,7,void,sovereign,ASSERT,architect,assertion,fire,Dev,harvest,0.1575,0.19662,0.14794,0.60157,0.59683,0.1575,0.19662,0.14794,0.60157,0.59683,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,Heaven over fire — great possession. Possession in Great Measure is abundance wielded with wisdom.
15,Modesty,0,past,transformer,YIELD,integrator,reception,earth,HTML,craft,0.0456,0.10852,0.09665,0.43068,0.41559,0.0456,0.10852,0.04665,0.42068,0.42559,0.0,0.0,0.05,0.01,-0.01,-4.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Mountain over earth — modesty. Modesty is quiet strength, the mountain bowing to the valley."
15,Modesty,1,present,transformer,YIELD,integrator,reception,earth,HTML,craft,0.09827,0.22402,0.06444,0.47002,0.46771,0.05827,0.14402,0.06444,0.48002,0.45771,0.04,0.08,0.0,-0.01,0.01,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over earth — modesty. Modesty is quiet strength, the mountain bowing to the valley."
15,Modesty,2,future,transformer,YIELD,integrator,reception,earth,HTML,craft,0.07827,0.23402,0.06444,0.48002,0.47771,0.05827,0.14402,0.06444,0.48002,0.45771,0.02,0.09,0.0,0.0,0.02,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over earth — modesty. Modesty is quiet strength, the mountain bowing to the valley."
15,Modesty,3,transition,transformer,YIELD,integrator,reception,earth,HTML,craft,0.15014,0.19986,0.10223,0.50229,0.5114,0.10014,0.14986,0.08223,0.52229,0.5114,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over earth — modesty. Modesty is quiet strength, the mountain bowing to the valley."
15,Modesty,4,resolution,transformer,YIELD,integrator,reception,earth,HTML,craft,0.05051,0.15367,0.04444,0.50778,0.46547,0.08051,0.17367,0.06444,0.45778,0.43547,-0.03,-0.02,-0.02,0.05,0.03,-4.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over earth — modesty. Modesty is quiet strength, the mountain bowing to the valley."
15,Modesty,5,dissolution,transformer,YIELD,integrator,reception,earth,HTML,craft,0.1835,0.21322,0.16727,0.49229,0.48556,0.1235,0.17322,0.11727,0.52229,0.50556,0.06,0.04,0.05,-0.03,-0.02,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over earth — modesty. Modesty is quiet strength, the mountain bowing to the valley."
15,Modesty,6,crystallization,transformer,YIELD,integrator,reception,earth,HTML,craft,0.1035,0.16322,0.07223,0.56229,0.54556,0.1235,0.17322,0.08223,0.52229,0.50556,-0.02,-0.01,-0.01,0.04,0.04,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over earth — modesty. Modesty is quiet strength, the mountain bowing to the valley."
15,Modesty,7,void,transformer,YIELD,integrator,reception,earth,HTML,craft,0.14763,0.17906,0.15124,0.60903,0.59047,0.14763,0.17906,0.15124,0.60903,0.59047,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Mountain over earth — modesty. Modesty is quiet strength, the mountain bowing to the valley."
16,Enthusiasm,0,past,dissipator,ADAPT,navigator,adaptation,thunder,Robotics,bank,0.0895,0.14318,0.08972,0.40573,0.41559,0.0895,0.14318,0.03972,0.39573,0.42559,0.0,0.0,0.05,0.01,-0.01,-4.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Earth over thunder — enthusiasm. Enthusiasm is movement, music, the drumbeat of collective energy."
16,Enthusiasm,1,present,dissipator,ADAPT,navigator,adaptation,thunder,Robotics,bank,0.1547,0.29035,0.04187,0.42585,0.4421,0.1147,0.21035,0.04187,0.43585,0.4321,0.04,0.08,0.0,-0.01,0.01,-4.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over thunder — enthusiasm. Enthusiasm is movement, music, the drumbeat of collective energy."
16,Enthusiasm,2,future,dissipator,ADAPT,navigator,adaptation,thunder,Robotics,bank,0.11246,0.27069,0.04187,0.45809,0.47434,0.09246,0.18069,0.04187,0.45809,0.45434,0.02,0.09,0.0,0.0,0.02,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over thunder — enthusiasm. Enthusiasm is movement, music, the drumbeat of collective energy."
16,Enthusiasm,3,transition,dissipator,ADAPT,navigator,adaptation,thunder,Robotics,bank,0.19799,0.26192,0.06403,0.48337,0.49882,0.14799,0.21192,0.04403,0.50337,0.49882,0.05,0.05,0.02,-0.02,0.0,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over thunder — enthusiasm. Enthusiasm is movement, music, the drumbeat of collective energy."
16,Enthusiasm,4,resolution,dissipator,ADAPT,navigator,adaptation,thunder,Robotics,bank,0.06246,0.16069,0.0367,0.50809,0.48434,0.09246,0.18069,0.0567,0.45809,0.45434,-0.03,-0.02,-0.02,0.05,0.03,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over thunder — enthusiasm. Enthusiasm is movement, music, the drumbeat of collective energy."
16,Enthusiasm,5,dissolution,dissipator,ADAPT,navigator,adaptation,thunder,Robotics,bank,0.20799,0.25192,0.12907,0.47337,0.47882,0.14799,0.21192,0.07907,0.50337,0.49882,0.06,0.04,0.05,-0.03,-0.02,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over thunder — enthusiasm. Enthusiasm is movement, music, the drumbeat of collective energy."
16,Enthusiasm,6,crystallization,dissipator,ADAPT,navigator,adaptation,thunder,Robotics,bank,0.10463,0.17856,0.03403,0.54337,0.54466,0.12463,0.18856,0.04403,0.50337,0.50466,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over thunder — enthusiasm. Enthusiasm is movement, music, the drumbeat of collective energy."
16,Enthusiasm,7,void,dissipator,ADAPT,navigator,adaptation,thunder,Robotics,bank,0.16241,0.21978,0.0974,0.59313,0.58036,0.16241,0.21978,0.0974,0.59313,0.58036,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Earth over thunder — enthusiasm. Enthusiasm is movement, music, the drumbeat of collective energy."
17,Following,0,past,transformer,YIELD,integrator,reception,thunder,Game Dev,equip,0.10798,0.15345,0.13015,0.48172,0.4847,0.10798,0.15345,0.08015,0.47172,0.4947,0.0,0.0,0.05,0.01,-0.01,0.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Lake over thunder — following. Following is adaptation, riding the wave, knowing when to lead and when to follow."
17,Following,1,present,transformer,YIELD,integrator,reception,thunder,Game Dev,equip,0.14771,0.29882,0.04187,0.43665,0.46206,0.10771,0.21882,0.04187,0.44665,0.45206,0.04,0.08,0.0,-0.01,0.01,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over thunder — following. Following is adaptation, riding the wave, knowing when to lead and when to follow."
17,Following,2,future,transformer,YIELD,integrator,reception,thunder,Game Dev,equip,0.12771,0.27917,0.04187,0.46889,0.49429,0.10771,0.18917,0.04187,0.46889,0.47429,0.02,0.09,0.0,0.0,0.02,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over thunder — following. Following is adaptation, riding the wave, knowing when to lead and when to follow."
17,Following,3,transition,transformer,YIELD,integrator,reception,thunder,Game Dev,equip,0.21001,0.29195,0.06403,0.47436,0.49702,0.16001,0.24195,0.04403,0.49436,0.49702,0.05,0.05,0.02,-0.02,0.0,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over thunder — following. Following is adaptation, riding the wave, knowing when to lead and when to follow."
17,Following,4,resolution,transformer,YIELD,integrator,reception,thunder,Game Dev,equip,0.07771,0.13952,0.06635,0.54113,0.52653,0.10771,0.15952,0.08635,0.49113,0.49653,-0.03,-0.02,-0.02,0.05,0.03,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over thunder — following. Following is adaptation, riding the wave, knowing when to lead and when to follow."
17,Following,5,dissolution,transformer,YIELD,integrator,reception,thunder,Game Dev,equip,0.19664,0.25859,0.14075,0.46436,0.48286,0.13664,0.21859,0.09075,0.49436,0.50286,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over thunder — following. Following is adaptation, riding the wave, knowing when to lead and when to follow."
17,Following,6,crystallization,transformer,YIELD,integrator,reception,thunder,Game Dev,equip,0.14001,0.18523,0.04571,0.55188,0.56038,0.16001,0.19523,0.05571,0.51188,0.52038,-0.02,-0.01,-0.01,0.04,0.04,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over thunder — following. Following is adaptation, riding the wave, knowing when to lead and when to follow."
17,Following,7,void,transformer,YIELD,integrator,reception,thunder,Game Dev,equip,0.17119,0.24173,0.0974,0.58655,0.57904,0.17119,0.24173,0.0974,0.58655,0.57904,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Lake over thunder — following. Following is adaptation, riding the wave, knowing when to lead and when to follow."
18,Work on Decayed,0,past,dissipator,ADAPT,navigator,adaptation,wind,Analytics,cast,0.06639,0.12804,0.14401,0.49281,0.47777,0.06639,0.12804,0.09401,0.48281,0.48777,0.0,0.0,0.05,0.01,-0.01,0.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Mountain over wind — decay and repair. Work on Decayed is confronting rot, clearing the old to make way."
18,Work on Decayed,1,present,dissipator,ADAPT,navigator,adaptation,wind,Analytics,cast,0.1134,0.21855,0.06814,0.49028,0.50081,0.0734,0.13855,0.06814,0.50028,0.49081,0.04,0.08,0.0,-0.01,0.01,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over wind — decay and repair. Work on Decayed is confronting rot, clearing the old to make way."
18,Work on Decayed,2,future,dissipator,ADAPT,navigator,adaptation,wind,Analytics,cast,0.0934,0.2582,0.05331,0.47804,0.48858,0.0734,0.1682,0.05331,0.47804,0.46858,0.02,0.09,0.0,0.0,0.02,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over wind — decay and repair. Work on Decayed is confronting rot, clearing the old to make way."
18,Work on Decayed,3,transition,dissipator,ADAPT,navigator,adaptation,wind,Analytics,cast,0.18297,0.22871,0.08472,0.49909,0.51587,0.13297,0.17871,0.06472,0.51909,0.51587,0.05,0.05,0.02,-0.02,0.0,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over wind — decay and repair. Work on Decayed is confronting rot, clearing the old to make way."
18,Work on Decayed,4,resolution,dissipator,ADAPT,navigator,adaptation,wind,Analytics,cast,0.0434,0.17785,0.04814,0.5058,0.47634,0.0734,0.19785,0.06814,0.4558,0.44634,-0.03,-0.02,-0.02,0.05,0.03,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over wind — decay and repair. Work on Decayed is confronting rot, clearing the old to make way."
18,Work on Decayed,5,dissolution,dissipator,ADAPT,navigator,adaptation,wind,Analytics,cast,0.16961,0.24207,0.14976,0.47157,0.47835,0.10961,0.20207,0.09976,0.50157,0.49835,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over wind — decay and repair. Work on Decayed is confronting rot, clearing the old to make way."
18,Work on Decayed,6,crystallization,dissipator,ADAPT,navigator,adaptation,wind,Analytics,cast,0.11297,0.21543,0.04304,0.54157,0.53251,0.13297,0.22543,0.05304,0.50157,0.49251,-0.02,-0.01,-0.01,0.04,0.04,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over wind — decay and repair. Work on Decayed is confronting rot, clearing the old to make way."
18,Work on Decayed,7,void,dissipator,ADAPT,navigator,adaptation,wind,Analytics,cast,0.15144,0.22966,0.10399,0.59182,0.57575,0.15144,0.22966,0.10399,0.59182,0.57575,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Mountain over wind — decay and repair. Work on Decayed is confronting rot, clearing the old to make way."
19,Approach,0,past,transformer,YIELD,integrator,reception,earth,Blueprinting,dialogue,0.05946,0.13676,0.09177,0.46452,0.44876,0.05946,0.13676,0.04177,0.45452,0.45876,0.0,0.0,0.05,0.01,-0.01,-2.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Lake over earth — approach. Approach is the season turning, the leader descending to meet the people."
19,Approach,1,present,transformer,YIELD,integrator,reception,earth,Blueprinting,dialogue,0.10768,0.27023,0.03616,0.45952,0.46206,0.06768,0.19023,0.03616,0.46952,0.45206,0.04,0.08,0.0,-0.01,0.01,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over earth — approach. Approach is the season turning, the leader descending to meet the people."
19,Approach,2,future,transformer,YIELD,integrator,reception,earth,Blueprinting,dialogue,0.08768,0.28023,0.03616,0.46952,0.47206,0.06768,0.19023,0.03616,0.46952,0.45206,0.02,0.09,0.0,0.0,0.02,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over earth — approach. Approach is the season turning, the leader descending to meet the people."
19,Approach,3,transition,transformer,YIELD,integrator,reception,earth,Blueprinting,dialogue,0.17847,0.26943,0.05952,0.49238,0.49702,0.12847,0.21943,0.03952,0.51238,0.49702,0.05,0.05,0.02,-0.02,0.0,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over earth — approach. Approach is the season turning, the leader descending to meet the people."
19,Approach,4,resolution,transformer,YIELD,integrator,reception,earth,Blueprinting,dialogue,0.03768,0.14057,0.04581,0.54176,0.50429,0.06768,0.16057,0.06581,0.49176,0.47429,-0.03,-0.02,-0.02,0.05,0.03,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over earth — approach. Approach is the season turning, the leader descending to meet the people."
19,Approach,5,dissolution,transformer,YIELD,integrator,reception,earth,Blueprinting,dialogue,0.16511,0.23607,0.13625,0.48238,0.48286,0.10511,0.19607,0.08625,0.51238,0.50286,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over earth — approach. Approach is the season turning, the leader descending to meet the people."
